Campaign_ID,Campaign_Name,Brand,Product_Category,Influencer_ID,Influencer,Influencer_Type,Platform,Audience_Group,Campaign_Date,Followers,Reach,Impressions,Likes,Comments,Shares,Clicks,Conversions,Spend,Revenue,Total_Engagement,Engagement_Rate,ROI,Conversion_Rate,Cost_Per_Engagement
CMP04111,Campaign_4111,Puma,Fitness,INF217,Influencer_55,Mega,YouTube,Professionals,2025-05-30,2548688,834473,1506044,47639,6921,2349,58592,8483,396477,958868,56909,6.82,141.85,14.48,6.97
CMP04112,Campaign_4112,Zara,Food,INF112,Influencer_125,Macro,YouTube,Millennials,2024-12-20,207216,74890,80315,7898,1150,495,7039,718,61111,114961,9543,12.74,88.12,10.2,6.4
CMP04113,Campaign_4113,Adidas,Gaming,INF122,Influencer_275,Mega,X,Professionals,2024-05-20,4268807,2829206,4182998,117452,10586,10960,187667,23165,156116,419339,138998,4.91,168.61,12.34,1.12
CMP04114,Campaign_4114,Apple,Electronics,INF165,Influencer_147,Mega,YouTube,Millennials,2025-11-13,2232025,1086039,1257127,93565,17202,447,117061,30625,102233,338526,111214,10.24,231.13,26.16,0.92
CMP04115,Campaign_4115,Nykaa,Electronics,INF156,Influencer_95,Mega,X,Professionals,2025-04-19,4295664,1109443,1974258,129936,8700,12690,108242,21464,216565,475855,151326,13.64,119.73,19.83,1.43
CMP04116,Campaign_4116,Samsung,Beauty,INF042,Influencer_277,Macro,Facebook,Millennials,2024-05-07,851688,550855,1023259,46336,8599,3334,19069,2583,424215,1140166,58269,10.58,168.77,13.55,7.28
CMP04117,Campaign_4117,Zara,Travel,INF244,Influencer_93,Mega,TikTok,Millennials,2025-10-29,2196811,512310,661952,30942,5557,1229,44987,6019,222184,322354,37728,7.36,45.08,13.38,5.89
CMP04118,Campaign_4118,Apple,Fitness,INF188,Influencer_79,Mega,TikTok,Millennials,2024-05-25,3363297,2559818,3570218,25816,2098,1636,341443,95372,16261,50335,29550,1.15,209.54,27.93,0.55
CMP04119,Campaign_4119,Apple,Fashion,INF227,Influencer_173,Macro,YouTube,Adults,2025-09-27,543896,397736,472589,38641,2158,3235,6487,177,140213,479231,44034,11.07,241.79,2.73,3.18
CMP04120,Campaign_4120,Boat,Fashion,INF135,Influencer_38,Micro,Facebook,Gen Z,2024-09-20,65427,40379,73828,855,40,32,7214,989,472748,696857,927,2.3,47.41,13.71,509.98
CMP04121,Campaign_4121,Nike,Travel,INF130,Influencer_268,Mega,X,Adults,2025-04-08,1720410,1032957,1585139,101766,17064,3098,72674,4584,113184,395244,121928,11.8,249.2,6.31,0.93
CMP04122,Campaign_4122,Adidas,Food,INF228,Influencer_173,Mega,Facebook,Gen Z,2025-08-04,2195372,2190726,3049156,106534,5128,310,373960,102251,9274,15434,111972,5.11,66.42,27.34,0.08
CMP04123,Campaign_4123,Nykaa,Travel,INF013,Influencer_293,Macro,Instagram,Professionals,2025-01-18,610933,195309,196087,20857,3382,1543,9308,274,140559,393003,25782,13.2,179.6,2.94,5.45
CMP04124,Campaign_4124,Zara,Gaming,INF022,Influencer_204,Macro,YouTube,Adults,2024-11-08,111323,110018,193733,2030,224,157,18972,5611,487447,493265,2411,2.19,1.19,29.58,202.18
CMP04125,Campaign_4125,Apple,Gaming,INF224,Influencer_210,Mega,YouTube,Millennials,2024-11-12,3138799,1429700,2531510,97132,14301,2752,198945,41430,422801,1321894,114185,7.99,212.65,20.82,3.7
CMP04126,Campaign_4126,Mamaearth,Food,INF113,Influencer_250,Mega,X,Millennials,2025-09-23,4689946,1838560,2567613,60218,9609,1643,72108,1926,91610,290465,71470,3.89,217.07,2.67,1.28
CMP04127,Campaign_4127,Adidas,Gaming,INF121,Influencer_28,Mega,YouTube,Professionals,2025-03-29,1781060,1413191,2694431,106402,17496,10168,137013,28421,238361,400608,134066,9.49,68.07,20.74,1.78
CMP04128,Campaign_4128,Apple,Fitness,INF191,Influencer_292,Mega,X,Adults,2025-09-10,2397618,2214662,2653001,250560,1357,3067,440517,124201,201826,306130,254984,11.51,51.68,28.19,0.79
CMP04129,Campaign_4129,Adidas,Beauty,INF278,Influencer_44,Mega,YouTube,Millennials,2025-03-01,1455032,1405147,1744178,142002,7605,10753,193826,18558,188308,466765,160360,11.41,147.87,9.57,1.17
CMP04130,Campaign_4130,Nike,Travel,INF174,Influencer_258,Mega,TikTok,Adults,2024-08-20,4007327,2047762,2274268,69126,1102,6886,220149,10880,182448,255426,77114,3.77,40.0,4.94,2.37
CMP04131,Campaign_4131,Sony,Electronics,INF217,Influencer_32,Macro,YouTube,Adults,2024-10-22,516165,240793,381195,5487,674,75,44979,1272,142690,257769,6236,2.59,80.65,2.83,22.88
CMP04132,Campaign_4132,Mamaearth,Electronics,INF037,Influencer_256,Micro,TikTok,Gen Z,2025-05-29,96598,27701,50710,2529,126,168,1483,101,437765,803045,2823,10.19,83.44,6.81,155.07
CMP04133,Campaign_4133,Puma,Travel,INF166,Influencer_129,Mega,X,Professionals,2024-06-13,4750179,1475630,1999126,70728,11682,6378,54863,11165,461831,1245104,88788,6.02,169.6,20.35,5.2
CMP04134,Campaign_4134,Samsung,Travel,INF202,Influencer_74,Mega,X,Adults,2025-12-01,4664028,975549,1112579,75628,2860,908,138593,9347,419621,1061609,79396,8.14,152.99,6.74,5.29
CMP04135,Campaign_4135,Apple,Fitness,INF013,Influencer_205,Mega,X,Millennials,2025-06-19,4581139,2936045,3218400,64430,1293,2121,194807,467,432541,1067089,67844,2.31,146.7,0.24,6.38
CMP04136,Campaign_4136,Apple,Travel,INF263,Influencer_253,Mega,YouTube,Millennials,2025-03-08,3272902,2868464,3955605,263187,50314,4855,527062,1587,123009,302819,318356,11.1,146.18,0.3,0.39
CMP04137,Campaign_4137,Samsung,Electronics,INF290,Influencer_115,Mega,Facebook,Adults,2025-05-29,2918681,1692221,2904361,104438,1001,4152,143973,36322,182752,539183,109591,6.48,195.04,25.23,1.67
CMP04138,Campaign_4138,Nykaa,Travel,INF016,Influencer_33,Mega,Instagram,Millennials,2025-09-13,3419865,1962289,2267637,91112,1455,2155,211698,25566,94375,194225,94722,4.83,105.8,12.08,1.0
CMP04139,Campaign_4139,Adidas,Electronics,INF059,Influencer_178,Mega,Facebook,Gen Z,2024-08-17,1743302,1637214,2521239,129461,15668,10271,273845,440,26818,54529,155400,9.49,103.33,0.16,0.17
CMP04140,Campaign_4140,Sony,Fitness,INF252,Influencer_98,Macro,X,Adults,2025-08-15,987052,491054,947663,55443,6533,4960,63053,17470,48840,51794,66936,13.63,6.05,27.71,0.73
CMP04141,Campaign_4141,Zara,Beauty,INF253,Influencer_128,Macro,Facebook,Professionals,2024-06-23,456646,334148,527013,21371,3757,1773,18596,5220,222174,459942,26901,8.05,107.02,28.07,8.26
CMP04142,Campaign_4142,Puma,Beauty,INF060,Influencer_194,Mega,X,Millennials,2024-04-18,3578726,2396875,4277993,255932,11801,163,375064,66343,136481,472011,267896,11.18,245.84,17.69,0.51
CMP04143,Campaign_4143,Puma,Food,INF188,Influencer_86,Mega,YouTube,Professionals,2025-08-23,2025088,1684465,3043936,61209,5827,2192,320065,39027,18408,20478,69228,4.11,11.25,12.19,0.27
CMP04144,Campaign_4144,Nike,Travel,INF170,Influencer_64,Mega,YouTube,Gen Z,2025-01-16,2311609,1251183,1454400,126562,1393,1388,196184,25990,197164,380977,129343,10.34,93.23,13.25,1.52
CMP04145,Campaign_4145,Nike,Travel,INF031,Influencer_252,Mega,YouTube,Millennials,2025-08-19,2159830,1161005,1924957,127439,16340,7211,204967,55243,279136,465944,150990,13.01,66.92,26.95,1.85
CMP04146,Campaign_4146,Nykaa,Travel,INF192,Influencer_182,Mega,TikTok,Adults,2025-07-09,4071177,2587410,3561074,109342,17814,370,331380,43201,81340,97307,127526,4.93,19.63,13.04,0.64
CMP04147,Campaign_4147,Adidas,Fashion,INF078,Influencer_117,Mega,X,Gen Z,2025-05-16,4454442,1458007,2511676,143138,23547,5189,234550,23999,367633,342620,171874,11.79,-6.8,10.23,2.14
CMP04148,Campaign_4148,Mamaearth,Food,INF284,Influencer_145,Mega,TikTok,Millennials,2025-07-21,2757158,2679836,5111497,237094,39720,13901,520993,134986,466473,1001728,290715,10.85,114.75,25.91,1.6
CMP04149,Campaign_4149,Puma,Food,INF011,Influencer_147,Mega,TikTok,Millennials,2025-06-28,2253610,1142478,1279045,108192,3431,5361,42919,2148,452467,637154,116984,10.24,40.82,5.0,3.87
CMP04150,Campaign_4150,Adidas,Beauty,INF059,Influencer_105,Mega,Facebook,Professionals,2025-10-29,2366830,916444,1151821,32565,4240,3063,142598,32278,361721,1005570,39868,4.35,178.0,22.64,9.07
CMP04151,Campaign_4151,Apple,Food,INF198,Influencer_206,Mega,YouTube,Adults,2024-08-07,2019758,1072511,1158779,22867,1437,382,122149,26066,326514,671107,24686,2.3,105.54,21.34,13.23
CMP04152,Campaign_4152,Nykaa,Beauty,INF104,Influencer_233,Mega,X,Professionals,2024-07-02,2788077,1108219,1372355,42890,4876,1444,31074,3073,426111,1224573,49210,4.44,187.38,9.89,8.66
CMP04153,Campaign_4153,Zara,Gaming,INF243,Influencer_111,Mega,Facebook,Adults,2024-05-12,2098270,1663653,2365992,121118,2994,1248,82669,3102,372456,808255,125360,7.54,117.01,3.75,2.97
CMP04154,Campaign_4154,Mamaearth,Travel,INF258,Influencer_250,Mega,Facebook,Adults,2025-08-17,2874228,2423816,4228511,286536,23390,2087,122438,761,138863,243030,312013,12.87,75.01,0.62,0.45
CMP04155,Campaign_4155,Nykaa,Electronics,INF136,Influencer_142,Mega,TikTok,Gen Z,2025-07-24,1975350,625054,1238673,37664,435,845,79306,16074,395585,498928,38944,6.23,26.12,20.27,10.16
CMP04156,Campaign_4156,Mamaearth,Travel,INF280,Influencer_287,Mega,Facebook,Gen Z,2024-02-22,1659756,1291627,1613653,54330,6230,4640,110510,28018,236529,515986,65200,5.05,118.15,25.35,3.63
CMP04157,Campaign_4157,Samsung,Beauty,INF082,Influencer_102,Mega,X,Adults,2024-11-03,2474086,2460575,3709951,103773,13628,9495,415105,101897,425081,1372431,126896,5.16,222.86,24.55,3.35
CMP04158,Campaign_4158,Puma,Electronics,INF020,Influencer_104,Mega,TikTok,Gen Z,2025-03-23,1273953,1020709,1575937,65384,6277,876,18068,4875,208597,571372,72537,7.11,173.91,26.98,2.88
CMP04159,Campaign_4159,Puma,Gaming,INF246,Influencer_57,Macro,TikTok,Gen Z,2024-10-11,225634,142480,275613,5821,823,366,7177,1086,222577,190708,7010,4.92,-14.32,15.13,31.75
CMP04160,Campaign_4160,Boat,Gaming,INF116,Influencer_297,Macro,X,Adults,2024-07-28,367137,98113,185687,1605,124,61,9528,734,467723,1571296,1790,1.82,235.95,7.7,261.3
CMP04161,Campaign_4161,Nike,Electronics,INF038,Influencer_107,Macro,X,Millennials,2025-12-16,789928,339315,677804,29940,243,2635,55393,5769,348601,523567,32818,9.67,50.19,10.41,10.62
CMP04162,Campaign_4162,Zara,Gaming,INF162,Influencer_152,Mega,TikTok,Millennials,2025-03-02,1277667,1057404,1122950,13220,1258,1056,50559,13872,322164,976463,15534,1.47,203.1,27.44,20.74
CMP04163,Campaign_4163,Mamaearth,Fitness,INF084,Influencer_116,Macro,TikTok,Professionals,2025-07-23,142427,52629,89307,1554,266,77,8435,569,80872,80954,1897,3.6,0.1,6.75,42.63
CMP04164,Campaign_4164,Sony,Food,INF014,Influencer_117,Mega,Facebook,Adults,2025-12-01,4701038,1552982,2656059,80871,11914,6349,189796,21333,387495,390165,99134,6.38,0.69,11.24,3.91
CMP04165,Campaign_4165,Nykaa,Fashion,INF234,Influencer_156,Mega,Facebook,Millennials,2024-06-14,4643312,1078111,1982334,74986,4671,1638,12965,1432,295267,1017071,81295,7.54,244.46,11.05,3.63
CMP04166,Campaign_4166,Puma,Travel,INF247,Influencer_273,Macro,Facebook,Gen Z,2024-01-14,358841,311409,466815,29855,4561,2044,60400,8063,338185,494416,36460,11.71,46.2,13.35,9.28
CMP04167,Campaign_4167,Samsung,Electronics,INF186,Influencer_142,Mega,YouTube,Professionals,2025-10-22,2643667,1635681,1683319,155580,23229,9924,309946,44097,242564,608713,188733,11.54,150.95,14.23,1.29
CMP04168,Campaign_4168,Zara,Food,INF227,Influencer_101,Mega,YouTube,Adults,2025-06-30,3656283,2267112,2299347,245030,22507,21724,335901,79493,45933,157270,289261,12.76,242.39,23.67,0.16
CMP04169,Campaign_4169,Zara,Beauty,INF073,Influencer_254,Mega,YouTube,Gen Z,2025-09-27,1249146,334608,372394,15742,2841,346,39804,654,195018,395989,18929,5.66,103.05,1.64,10.3
CMP04170,Campaign_4170,Nykaa,Beauty,INF086,Influencer_215,Mega,X,Gen Z,2025-06-25,1810087,1593814,2093504,57407,2288,1154,197692,7971,264618,272160,60849,3.82,2.85,4.03,4.35
CMP04171,Campaign_4171,Nykaa,Fitness,INF117,Influencer_35,Mega,Instagram,Gen Z,2025-11-01,4522547,2885928,3656731,135749,9617,4806,69812,7651,422757,541257,150172,5.2,28.03,10.96,2.82
CMP04172,Campaign_4172,Puma,Fitness,INF193,Influencer_266,Mega,X,Millennials,2025-10-18,2124892,793926,1010307,9254,293,905,131558,38311,245520,636337,10452,1.32,159.18,29.12,23.49
CMP04173,Campaign_4173,Samsung,Fitness,INF130,Influencer_26,Micro,Instagram,Gen Z,2025-09-07,54298,32357,45712,1531,35,93,548,100,329105,822336,1659,5.13,149.87,18.25,198.38
CMP04174,Campaign_4174,Boat,Fashion,INF174,Influencer_80,Mega,Instagram,Professionals,2025-10-06,4764563,2780942,5064739,46062,5030,3774,329465,33912,132088,187259,54866,1.97,41.77,10.29,2.41
CMP04175,Campaign_4175,Nike,Food,INF176,Influencer_272,Mega,X,Professionals,2024-11-20,4432112,2839286,4596819,136434,10221,2882,112772,14736,18234,48907,149537,5.27,168.22,13.07,0.12
CMP04176,Campaign_4176,Boat,Fashion,INF206,Influencer_4,Mega,Instagram,Gen Z,2024-12-08,3725931,1279543,2094458,113570,394,5761,160474,24905,345617,1140960,119725,9.36,230.12,15.52,2.89
CMP04177,Campaign_4177,Adidas,Gaming,INF117,Influencer_152,Mega,YouTube,Adults,2025-10-17,4186666,1050227,1390878,20751,1721,116,97602,20392,444619,718552,22588,2.15,61.61,20.89,19.68
CMP04178,Campaign_4178,Adidas,Travel,INF221,Influencer_291,Mega,TikTok,Professionals,2024-12-07,2465280,1279519,1952281,75102,9497,7243,8007,1949,173654,328211,91842,7.18,89.0,24.34,1.89
CMP04179,Campaign_4179,Mamaearth,Fashion,INF111,Influencer_106,Mega,YouTube,Millennials,2024-11-26,4070487,1167188,2017672,128774,9269,12029,224834,31494,110920,338585,150072,12.86,205.25,14.01,0.74
CMP04180,Campaign_4180,Nike,Gaming,INF073,Influencer_297,Mega,TikTok,Professionals,2025-09-24,2640233,1214368,1714425,38124,818,1406,195026,22907,417211,1305330,40348,3.32,212.87,11.75,10.34
CMP04181,Campaign_4181,Puma,Fashion,INF100,Influencer_41,Mega,Facebook,Gen Z,2024-06-05,3534077,2105445,2894452,77498,7794,1488,103763,23400,144215,312571,86780,4.12,116.74,22.55,1.66
CMP04182,Campaign_4182,Samsung,Fashion,INF153,Influencer_217,Mega,Facebook,Millennials,2024-11-13,3281563,2157793,3921363,221135,27090,5202,431312,39211,488502,937653,253427,11.74,91.94,9.09,1.93
CMP04183,Campaign_4183,Samsung,Beauty,INF074,Influencer_29,Mega,Instagram,Gen Z,2024-03-05,4052448,2139708,3399170,152256,7047,14767,248776,61244,383017,1037226,174070,8.14,170.8,24.62,2.2
CMP04184,Campaign_4184,Boat,Fashion,INF191,Influencer_11,Mega,X,Millennials,2025-06-25,4172347,1354434,1843044,64289,2251,4085,157762,43940,53955,177527,70625,5.21,229.03,27.85,0.76
CMP04185,Campaign_4185,Sony,Beauty,INF189,Influencer_128,Mega,YouTube,Adults,2024-11-06,4937419,1108980,1414369,111098,11123,8106,33163,8397,23892,56480,130327,11.75,136.4,25.32,0.18
CMP04186,Campaign_4186,Puma,Fashion,INF094,Influencer_218,Mega,Facebook,Gen Z,2024-12-21,2447456,1644156,3094204,65991,761,2079,271475,6846,13216,13632,68831,4.19,3.15,2.52,0.19
CMP04187,Campaign_4187,Mamaearth,Travel,INF276,Influencer_50,Mega,X,Gen Z,2025-10-13,4971892,2082253,3823897,24252,2898,365,374714,53073,116690,363934,27515,1.32,211.88,14.16,4.24
CMP04188,Campaign_4188,Apple,Electronics,INF051,Influencer_226,Mega,X,Gen Z,2024-06-11,4111257,2541040,4638111,120669,6572,10004,257857,55557,284434,322190,137245,5.4,13.27,21.55,2.07
CMP04189,Campaign_4189,Apple,Beauty,INF018,Influencer_297,Mega,YouTube,Millennials,2024-04-01,3614814,2175405,3283621,122574,8234,7271,215636,36079,145420,176968,138079,6.35,21.69,16.73,1.05
CMP04190,Campaign_4190,Mamaearth,Travel,INF113,Influencer_80,Mega,YouTube,Millennials,2025-08-23,4954686,2237601,2429326,153495,7236,7329,379278,73440,440467,1070131,168060,7.51,142.95,19.36,2.62
CMP04191,Campaign_4191,Adidas,Electronics,INF190,Influencer_278,Mega,YouTube,Millennials,2024-07-05,1494891,773438,1244172,77902,4255,7623,28582,3838,222139,427915,89780,11.61,92.63,13.43,2.47
CMP04192,Campaign_4192,Adidas,Food,INF152,Influencer_239,Mega,X,Adults,2024-02-10,4902547,1601350,1984457,131564,10653,12026,304117,64996,338698,358636,154243,9.63,5.89,21.37,2.2
CMP04193,Campaign_4193,Puma,Fashion,INF141,Influencer_80,Mega,YouTube,Professionals,2025-06-12,2960745,2954559,5060520,134238,6302,4307,352714,59658,472010,1553379,144847,4.9,229.1,16.91,3.26
CMP04194,Campaign_4194,Mamaearth,Gaming,INF245,Influencer_2,Mega,YouTube,Professionals,2024-07-05,4613942,2432628,2502073,70531,6770,2285,180802,20259,389127,658512,79586,3.27,69.23,11.21,4.89
CMP04195,Campaign_4195,Samsung,Food,INF016,Influencer_170,Mega,Instagram,Adults,2024-10-06,3201997,2428532,3075679,109106,170,10843,352052,91618,162623,531406,120119,4.95,226.77,26.02,1.35
CMP04196,Campaign_4196,Adidas,Food,INF088,Influencer_105,Macro,X,Millennials,2024-04-07,260386,135281,142888,15097,2357,1188,3892,868,41527,121783,18642,13.78,193.26,22.3,2.23
CMP04197,Campaign_4197,Sony,Travel,INF199,Influencer_17,Mega,YouTube,Adults,2025-03-20,4886125,2927049,5019581,308719,46719,26084,488337,10945,455932,1531322,381522,13.03,235.87,2.24,1.2
CMP04198,Campaign_4198,Adidas,Travel,INF059,Influencer_49,Macro,Instagram,Millennials,2025-09-08,950300,709295,993241,17218,2297,683,65874,7419,145810,465984,20198,2.85,219.58,11.26,7.22
CMP04199,Campaign_4199,Samsung,Beauty,INF179,Influencer_40,Mega,TikTok,Millennials,2025-12-03,2683516,1835752,2240676,91854,9100,4536,209677,33197,497232,809209,105490,5.75,62.74,15.83,4.71
CMP04200,Campaign_4200,Zara,Beauty,INF111,Influencer_42,Macro,Instagram,Adults,2025-06-16,915034,309314,380718,16635,1823,666,17073,4177,272247,316817,19124,6.18,16.37,24.47,14.24
CMP04201,Campaign_4201,Nike,Food,INF142,Influencer_243,Mega,Instagram,Professionals,2024-09-13,2375797,2078758,3941616,47846,1775,2465,98249,28191,70191,84010,52086,2.51,19.69,28.69,1.35
CMP04202,Campaign_4202,Sony,Fashion,INF210,Influencer_97,Mega,X,Gen Z,2025-02-11,3482939,2517064,4037151,34457,6866,2390,212689,43690,302269,647240,43713,1.74,114.13,20.54,6.91
CMP04203,Campaign_4203,Sony,Fashion,INF270,Influencer_41,Mega,X,Gen Z,2024-12-24,3271422,2248932,4269730,45117,548,62,308740,87184,207339,195331,45727,2.03,-5.79,28.24,4.53
CMP04204,Campaign_4204,Adidas,Travel,INF252,Influencer_238,Micro,TikTok,Millennials,2025-08-28,99749,63539,106431,3785,605,30,4938,1426,259494,718021,4420,6.96,176.7,28.88,58.71
CMP04205,Campaign_4205,Boat,Fitness,INF139,Influencer_191,Mega,YouTube,Adults,2025-07-31,1662559,1558579,3000300,58427,10691,2979,196666,50563,233179,751576,72097,4.63,222.32,25.71,3.23
CMP04206,Campaign_4206,Adidas,Food,INF062,Influencer_16,Mega,Instagram,Adults,2024-06-09,2033196,947715,1550399,58331,1602,4213,5486,720,331530,542887,64146,6.77,63.75,13.12,5.17
CMP04207,Campaign_4207,Apple,Fashion,INF062,Influencer_226,Mega,X,Adults,2025-12-01,2647810,1362120,2673840,92595,3679,6789,35316,3876,232912,233471,103063,7.57,0.24,10.98,2.26
CMP04208,Campaign_4208,Zara,Gaming,INF065,Influencer_68,Macro,Instagram,Professionals,2025-08-05,447551,290468,351346,5107,789,368,1870,513,180717,521861,6264,2.16,188.77,27.43,28.85
CMP04209,Campaign_4209,Sony,Food,INF100,Influencer_266,Mega,Facebook,Professionals,2024-09-08,1932424,1263792,2522027,22994,4272,1094,167010,21144,148634,440541,28360,2.24,196.39,12.66,5.24
CMP04210,Campaign_4210,Boat,Food,INF137,Influencer_98,Mega,X,Professionals,2024-04-25,3083430,1985624,3495957,179768,23753,9035,77350,20399,186529,579392,212556,10.7,210.62,26.37,0.88
CMP04211,Campaign_4211,Nike,Travel,INF028,Influencer_203,Mega,YouTube,Gen Z,2024-03-25,2408699,703769,1121225,62249,10337,3127,27666,3008,132969,292703,75713,10.76,120.13,10.87,1.76
CMP04212,Campaign_4212,Adidas,Electronics,INF169,Influencer_288,Mega,TikTok,Professionals,2025-12-05,2118939,1390685,2774615,127921,3638,682,262008,65739,484899,954644,132241,9.51,96.87,25.09,3.67
CMP04213,Campaign_4213,Zara,Fashion,INF118,Influencer_181,Mega,Facebook,Millennials,2025-05-19,1849056,1016352,1603415,62579,2513,93,38327,10192,496544,1104190,65185,6.41,122.38,26.59,7.62
CMP04214,Campaign_4214,Adidas,Food,INF065,Influencer_209,Mega,YouTube,Professionals,2025-12-20,2305077,868997,1338016,71182,758,3178,168452,15310,328266,375099,75118,8.64,14.27,9.09,4.37
CMP04215,Campaign_4215,Apple,Fitness,INF203,Influencer_66,Macro,Instagram,Professionals,2024-06-08,174434,53610,88133,2747,410,115,6127,646,99215,315333,3272,6.1,217.83,10.54,30.32
CMP04216,Campaign_4216,Sony,Fashion,INF182,Influencer_92,Mega,YouTube,Gen Z,2025-12-24,3862406,1832389,2656458,77792,11284,699,220714,38103,89297,254812,89775,4.9,185.35,17.26,0.99
CMP04217,Campaign_4217,Apple,Electronics,INF227,Influencer_67,Macro,TikTok,Millennials,2024-11-16,264555,243452,281103,28014,3114,2310,40707,2404,260350,444446,33438,13.73,70.71,5.91,7.79
CMP04218,Campaign_4218,Nykaa,Food,INF019,Influencer_22,Mega,X,Professionals,2024-12-26,3862093,1686873,3153946,134057,11233,12924,54681,2013,420525,548957,158214,9.38,30.54,3.68,2.66
CMP04219,Campaign_4219,Sony,Fashion,INF233,Influencer_32,Mega,X,Professionals,2024-11-01,4061269,1204996,1430667,83110,16245,8162,176591,32229,306041,533164,107517,8.92,74.21,18.25,2.85
CMP04220,Campaign_4220,Puma,Fitness,INF004,Influencer_53,Macro,YouTube,Gen Z,2025-06-11,824794,481543,646885,38852,4566,1049,25500,674,389180,991577,44467,9.23,154.79,2.64,8.75
CMP04221,Campaign_4221,Puma,Food,INF217,Influencer_266,Mega,Instagram,Millennials,2024-08-02,4319785,2424122,3303801,261517,2370,11971,32244,2755,264908,759328,275858,11.38,186.64,8.54,0.96
CMP04222,Campaign_4222,Nike,Fashion,INF187,Influencer_106,Mega,TikTok,Millennials,2024-07-24,4146558,2483787,4549003,75737,14648,4127,385879,41585,21863,32926,94512,3.81,50.6,10.78,0.23
CMP04223,Campaign_4223,Adidas,Fashion,INF074,Influencer_36,Mega,Facebook,Professionals,2024-04-19,2265202,843101,1037333,10452,1542,114,121860,35279,273135,940491,12108,1.44,244.33,28.95,22.56
CMP04224,Campaign_4224,Boat,Food,INF179,Influencer_217,Mega,Instagram,Millennials,2024-03-24,1493718,840929,1004372,35548,774,3475,167695,31297,260034,715550,39797,4.73,175.18,18.66,6.53
CMP04225,Campaign_4225,Nykaa,Food,INF288,Influencer_32,Mega,Instagram,Gen Z,2024-06-30,1575440,532677,609117,27277,3911,1900,83677,3249,416096,680714,33088,6.21,63.6,3.88,12.58
CMP04226,Campaign_4226,Adidas,Travel,INF289,Influencer_131,Mega,TikTok,Millennials,2024-12-06,2968532,1845531,2847824,68673,13568,4240,125346,23795,286485,821981,86481,4.69,186.92,18.98,3.31
CMP04227,Campaign_4227,Nykaa,Beauty,INF032,Influencer_165,Macro,Facebook,Adults,2024-01-09,311598,121396,172556,13918,440,1077,5853,734,332861,271062,15435,12.71,-18.57,12.54,21.57
CMP04228,Campaign_4228,Adidas,Fitness,INF157,Influencer_45,Mega,X,Professionals,2024-05-26,1089340,877549,1645729,43358,7419,672,63752,8369,498460,405139,51449,5.86,-18.72,13.13,9.69
CMP04229,Campaign_4229,Boat,Gaming,INF122,Influencer_246,Mega,TikTok,Adults,2024-08-09,3695189,1576594,2063441,24990,3666,568,223649,10572,326074,515123,29224,1.85,57.98,4.73,11.16
CMP04230,Campaign_4230,Boat,Beauty,INF274,Influencer_57,Mega,TikTok,Professionals,2025-05-31,2566681,1837887,2827764,18480,2151,252,1563,327,348331,439435,20883,1.14,26.15,20.92,16.68
CMP04231,Campaign_4231,Mamaearth,Travel,INF257,Influencer_115,Mega,Instagram,Millennials,2024-02-18,3710778,2683908,5093315,182109,2372,16054,83541,11472,142220,371910,200535,7.47,161.5,13.73,0.71
CMP04232,Campaign_4232,Samsung,Fitness,INF193,Influencer_255,Micro,TikTok,Millennials,2025-05-04,69572,21534,22124,1809,133,57,2344,596,434512,661344,1999,9.28,52.2,25.43,217.36
CMP04233,Campaign_4233,Puma,Food,INF182,Influencer_185,Mega,YouTube,Professionals,2025-12-17,1876377,771802,1428182,58205,1644,1672,34101,3571,219698,743130,61521,7.97,238.25,10.47,3.57
CMP04234,Campaign_4234,Nike,Fitness,INF256,Influencer_201,Macro,X,Adults,2025-01-04,836679,742061,1225044,21089,852,810,113643,31996,161038,210117,22751,3.07,30.48,28.15,7.08
CMP04235,Campaign_4235,Apple,Fitness,INF004,Influencer_276,Mega,YouTube,Professionals,2024-10-25,4577531,2533468,3540574,233344,8332,9355,454013,84658,207257,609272,251031,9.91,193.97,18.65,0.83
CMP04236,Campaign_4236,Nike,Fitness,INF134,Influencer_223,Mega,Instagram,Adults,2025-02-28,1277833,695358,1245407,29414,5790,221,56445,347,411064,437404,35425,5.09,6.41,0.61,11.6
CMP04237,Campaign_4237,Nike,Beauty,INF163,Influencer_116,Macro,YouTube,Professionals,2025-06-07,104831,99450,119910,11178,1521,941,16759,3231,9414,12396,13640,13.72,31.68,19.28,0.69
CMP04238,Campaign_4238,Adidas,Fashion,INF031,Influencer_211,Mega,Facebook,Professionals,2024-06-08,1905656,822173,1630331,29787,1931,62,71795,11001,491601,767802,31780,3.87,56.18,15.32,15.47
CMP04239,Campaign_4239,Puma,Travel,INF019,Influencer_283,Mega,YouTube,Adults,2025-09-06,3319733,2194104,2452624,94274,5117,4494,174990,28657,59547,145447,103885,4.73,144.26,16.38,0.57
CMP04240,Campaign_4240,Adidas,Travel,INF146,Influencer_293,Macro,Facebook,Adults,2025-11-01,446314,179183,307241,10457,34,866,6874,872,126188,169011,11357,6.34,33.94,12.69,11.11
CMP04241,Campaign_4241,Nike,Travel,INF058,Influencer_263,Micro,Facebook,Gen Z,2025-02-27,85009,46799,54877,5051,329,244,476,136,28726,96924,5624,12.02,237.41,28.57,5.11
